"sim.id","aidsstage.final","aidsstage.start","birth.boygirlratio","birth.pregnancyduration.dist.fixed.value","birth.pregnancyduration.dist.type","chronicstage.acutestagetime","conception.alpha_ageman","conception.alpha_agewoman","conception.alpha_base","conception.alpha_wsf","conception.beta","conception.t_max","conception.wsf.dist.fixed.value","conception.wsf.dist.type","debut.debutage","diagnosis.agefactor","diagnosis.baseline","diagnosis.beta","diagnosis.diagpartnersfactor","diagnosis.genderfactor","diagnosis.isdiagnosedfactor","diagnosis.t_max","dissolution.Dp","dissolution.alpha_0","dissolution.alpha_1","dissolution.alpha_2","dissolution.alpha_3","dissolution.alpha_4","dissolution.alpha_5","dissolution.beta","dissolution.t_max","dropout.interval.dist.type","dropout.interval.dist.uniform.max","dropout.interval.dist.uniform.min","formation.hazard.agegapry.baseline","formation.hazard.agegapry.beta","formation.hazard.agegapry.distance","formation.hazard.agegapry.eagerness_diff","formation.hazard.agegapry.eagerness_sum","formation.hazard.agegapry.gap_agescale_man","formation.hazard.agegapry.gap_agescale_woman","formation.hazard.agegapry.gap_factor_man_age","formation.hazard.agegapry.gap_factor_man_const","formation.hazard.agegapry.gap_factor_man_exp","formation.hazard.agegapry.gap_factor_woman_age","formation.hazard.agegapry.gap_factor_woman_const","formation.hazard.agegapry.gap_factor_woman_exp","formation.hazard.agegapry.maxageref.diff","formation.hazard.agegapry.meanage","formation.hazard.agegapry.numrel_diff","formation.hazard.agegapry.numrel_man","formation.hazard.agegapry.numrel_scale_man","formation.hazard.agegapry.numrel_scale_woman","formation.hazard.agegapry.numrel_woman","formation.hazard.agegapry.t_max","formation.hazard.type","hivseed.age.max","hivseed.age.min","hivseed.amount","hivseed.gender","hivseed.stop.short","hivseed.time","hivseed.type","intervention.enabled","monitoring.cd4.threshold","monitoring.fraction.log_viralload","monitoring.interval.piecewise.cd4s","monitoring.interval.piecewise.left","monitoring.interval.piecewise.right","monitoring.interval.piecewise.times","mortality.aids.survtime.C","mortality.aids.survtime.k","mortality.normal.weibull.genderdiff","mortality.normal.weibull.scale","mortality.normal.weibull.shape","periodiclogging.interval","periodiclogging.starttime","person.agegap.man.dist.normal.max","person.agegap.man.dist.normal.min","person.agegap.man.dist.normal.mu","person.agegap.man.dist.normal.sigma","person.agegap.man.dist.type","person.agegap.woman.dist.normal.max","person.agegap.woman.dist.normal.min","person.agegap.woman.dist.normal.mu","person.agegap.woman.dist.normal.sigma","person.agegap.woman.dist.type","person.art.accept.threshold.dist.fixed.value","person.art.accept.threshold.dist.type","person.cd4.end.dist.type","person.cd4.end.dist.uniform.max","person.cd4.end.dist.uniform.min","person.cd4.start.dist.type","person.cd4.start.dist.uniform.max","person.cd4.start.dist.uniform.min","person.eagerness.dist.gamma.a","person.eagerness.dist.gamma.b","person.eagerness.dist.type","person.geo.dist2d.fixed.xvalue","person.geo.dist2d.fixed.yvalue","person.geo.dist2d.type","person.survtime.logoffset.dist.fixed.value","person.survtime.logoffset.dist.type","person.vsp.maxvalue","person.vsp.model.logdist2d.dist2d.binormalsymm.max","person.vsp.model.logdist2d.dist2d.binormalsymm.mean","person.vsp.model.logdist2d.dist2d.binormalsymm.min","person.vsp.model.logdist2d.dist2d.binormalsymm.rho","person.vsp.model.logdist2d.dist2d.binormalsymm.sigma","person.vsp.model.logdist2d.dist2d.type","person.vsp.model.logdist2d.usealternativeseeddist","person.vsp.model.type","person.vsp.toacute.x","person.vsp.toaids.x","person.vsp.tofinalaids.x","population.coarsemap.subdivx","population.coarsemap.subdivy","population.eyecap.fraction","population.maxevents","population.nummen","population.numwomen","population.simtime","relocation.enabled","syncpopstats.interval","syncrefyear.interval","transmission.maxageref.diff","transmission.param.a","transmission.param.b","transmission.param.c","transmission.param.d1","transmission.param.d2","transmission.param.f1","transmission.param.f2","concept.base","eagerness.a","eagerness.b","growth.rate","prev.15.50.end"
239,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.49587220058343,-0.500376628327558,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.18942748571163,0,0,-0.18942748571163,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.53027130884957,0.37119590360208,76.4831902778684,-0.0276409225901269,0.0152671755725191
240,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.395072084078644,-1.85930955473846,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.413989015191838,0,0,-0.413989015191838,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.76097802228015,0.312763847853383,90.7519068618631,-0.028642597405049,0.0169491525423729
241,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.6093194926855,-0.582333225616841,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.947080766332638,0,0,-0.947080766332638,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-4.10651268550847,0.160342312918836,30.8774647200364,-0.0274153571501359,0.0514705882352941
242,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.52762044998034,-1.60400030292329,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.912661918335853,0,0,-0.912661918335853,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.94728226159979,0.818632478903374,166.174452461977,-0.0290388022110496,0.00840336134453781
243,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.433613072519461,-1.68666216353754,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.746248034300099,0,0,-0.746248034300099,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.00929217093159,0.353573406171682,173.41960503275,-0.0268236135479883,0.0466666666666667
244,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.475399333028472,-1.64560440428308,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.150566953098641,0,0,-0.150566953098641,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.44262569714058,0.352399283523345,174.455515031798,-0.0279448777021221,0.0135135135135135
245,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.461544651252173,-0.884773437151478,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.433205718210035,0,0,-0.433205718210035,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.60665896282531,0.459521615952672,178.351120632722,-0.0311198699711548,0.015748031496063
246,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.15637210154152,-0.616272896793806,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.38016920007745,0,0,-0.38016920007745,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.83621610112675,0.601958253832324,102.455989092251,-0.0288795660039126,0.0393700787401575
247,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.0546571731140488,-1.23031743181599,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.793464007291547,0,0,-0.793464007291547,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.25715012379084,0.403563921973808,170.17733820929,-0.0283300933359432,0.0393700787401575
248,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.68010252322257,-0.230400441586599,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.726097328543758,0,0,-0.726097328543758,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.64194887588266,0.233347222869564,76.2428393860534,-0.0254027766789091,0.02
249,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.282521821172233,-0.385237740348733,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.775766745756704,0,0,-0.775766745756704,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.28531998666842,0.985153474256536,59.9412756703305,-0.0277165656130403,0.0227272727272727
250,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.02156015855218,-0.11077701722648,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.935395544471883,0,0,-0.935395544471883,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.71456045912858,0.260372949369112,34.7690259740967,-0.0224122026144494,0.00552486187845304
251,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.951930780987467,-1.78030373827265,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.85801172243994,0,0,-0.85801172243994,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.30910451782309,0.64388914653901,80.0278033207031,-0.0293603500521098,0.0254237288135593
252,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.51324033528199,-0.445239647328623,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.131902223983239,0,0,-0.131902223983239,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.49938297392987,0.412326759641408,56.5692824572744,-0.026460762475882,0.00763358778625954
253,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.273855893499122,-0.0636318167635124,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.152375146789132,0,0,-0.152375146789132,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.27698928481806,0.289782982568885,75.3695279364591,-0.025890937237668,0.0136054421768707
254,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.36290085641168,-1.92012840533402,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.540168544792621,0,0,-0.540168544792621,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.42766127837636,0.178882450268557,129.708961111668,-0.021391652751443,0.00543478260869565
255,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.730960022502504,-0.461651904356398,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.053674345149207,0,0,-0.053674345149207,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-1.40334108864889,0.553886926193396,122.366314413978,-0.028407853896303,0.0252100840336134
256,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.478453881904956,-1.29405756834104,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.781410106189705,0,0,-0.781410106189705,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.76407745190337,0.175864133987972,199.827870841592,-0.026103102584601,0.0145985401459854
257,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.0995196257155,-1.47394899484263,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.282726611711315,0,0,-0.282726611711315,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.70825895941164,0.861102187501616,195.878159259441,-0.028407853896303,0.0441176470588235
258,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-1.07346761711382,-1.10192035216209,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.559885042459969,0,0,-0.559885042459969,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.14773658235464,0.221866912892624,58.7525464011379,-0.026460762475882,0.0296296296296296
259,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.569110431421315,-0.811622736819,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.147012801775138,0,0,-0.147012801775138,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.34987331074569,0.276097387271374,40.1128999156458,-0.0263888199801916,0.0512820512820513
260,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.739641946687473,-1.30805429264562,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.999443502580116,0,0,-0.999443502580116,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-2.94377848098427,0.440244710692158,76.8331944809901,-0.027117734587478,0.0218978102189781
261,0.5,1.25,0.497512437810945,0.734246575342466,"fixed",0.25,0,0,-3,0,0,200,0,"fixed",14,0,0,0,0,0,0,200,0,-0.52,0,0,0,-0.05,0,0,200,"uniform",10,0.25,0.1,0,0,-0.771517325602199,-1.20392286425075,0.23,0.23,0,0,-0.15,0,0,-0.15,1,0,0,-0.0100892704998957,0,0,-0.0100892704998957,200,"agegapry",25,15,20,"any","yes",10,"amount","no",350,0.7,"200,350",0.16666,0.5,"0.25,0.25",1325,-0.49,0,65,5,1,-1,Inf,-Inf,-5,1,"normal",Inf,-Inf,2.5,1,"normal",0.5,"fixed","uniform",100,0,"uniform",1300,700,0.231989836885,45,"gamma",0,0,"fixed",0,"fixed",1000000000,8,4,1,0.33,1,"binormalsymm","no","logdist2d",10,7,12,20,20,0.2,80000,500,500,40,"no",-1,1,1,-1.0352239,-89.339994,0.4948478,0,0,1.6094379124341,-0.112661313423573,-3.43848710369132,0.592745979894232,159.60637440365,-0.0298505618368192,0.0247933884297521
